officer_id,allegation_id,race,gender,cr_text,id,disciplined,allegation_count
10266,1054127,Black,F,"Initial / Intake Allegation 1: The reporting party alleges that an officer by
the name of ""Gomez"" lost the keys to her
vehilce after having the vehicle impounded
Finding 1: (None Entered)
",224194,false,15
29072,1054443,White,F,"Initial / Intake Allegation 1: The complainant states she is engaged to
the accused officer's ex-husband
which is a patient at Northwestern
Memorial Faculty Foundation. The
complainant states that the accused officer
was accompanying an unknown female
Department member to the hospital that
was injured during the Nato Summit. The
complainant alleges that the accused officer
behaved inappropriately, yelling throughout
the hospital, provided false information that
she later clarified about the victim and
questioned about if there
was a policy about dating and asking if the
victim was nice. The complainant states that
her supervisor contacted the
008th District Station yesterday about the
matter and spoke with ""Officer Sessler”
however there was not a log number
generated. The complainant alleges that
she called the 009th District Station
yesterday to file a complaint and the
unknown male Department member did not
provide her with any assistance and told her
to call back between the hours of 5a.m and
1p.m. The complainant alleges that the
accused officer drove past her residence
that she shares with the accused officer's
ex-husband and has sent unwanted text
messages. Note: There is a copy of an
email attached to the complaint of
communication between the victim and her
supervisor
Initial / Intake Allegation 1: The complainant states she is engaged to
the accused officer's ex-husband
hich is a patient at Northwestern
Memorial Faculty Foundation. The
complainant states that the accused officer
was accompanying an unknown female
Department member to the hospital that
was injured during the Nato Summit. The
complainant alleges that the accused officer
behaved inappropriately, yelling throughout
the hospital, provided false information that
she later clarified about the victim and
questioned about if there
was a policy about dating and asking if the
victim was nice. The complainant states that
her supervisor contacted the
008th District Station yesterday about the
matter and spoke with ""Officer Sessler”
however there was not a log number
generated. The complainant alleges that
she called the 009th District Station
yesterday to file a complaint and the
unknown male Department member did not
provide her with any assistance and told her
to call back between the hours of 5a.m and
1p.m. The complainant alleges that the
accused officer drove past her residence
that she shares with the accused officer's
ex-husband and has sent unwanted text
messages. Note: There is a copy of an
email attached to the complaint of
communication between the victim and her
supervisor
Finding 1: (None Entered)
",224351,false,24
385,1054356,Black,F,"Initial / Intake Allegation 1: The complainant alleges that the accused
officer that responded to her 911 call
refused to provide her with a case report
and told her that his supervisor said, ""He
can't make out a report until after shift
change at 3p.m.""
Finding 1: (None Entered)
",224326,false,38
2815,1054467,Black,M,"Initial / Intake Allegation 1: THE REPORTING PARTY STATES THAT
HE WAS THE VICTIM OF AN ARMED
ROBBERY AND HE CALLED THE
POLICE. HE ALLEGES THAT THE
ACCUSED OFFICERS THAT
RESPONDED REFUSED TO ASSIST HIM,
LAUGHED AT HIM AND REFERRED TO
HIM AS A""LIAR.""
Initial / Intake Allegation 1: THE REPORTING PARTY STATES THAT
HE WAS THE VICTIM OF AN ARMED
ROBBERY AND HE CALLED THE
POLICE. HE ALLEGES THAT THE
ACCUSED OFFICERS THAT
RESPONDED REFUSED TO ASSIST HIM,
LAUGHED AT HIM AND REFERRED TO
HIM AS A""LIAR""
Finding 1: (None Entered)
",224366,false,13
13859,1054466,Black,M,"Initial / Intake Allegation 1: It is alleged that at the time of the arrest the
accused officer took the victim's driver's
permit and identification and failed to
inventory or return it
Finding 1: (None Entered)
",224365,false,8
5708,1054380,Black,M,"Initial / Intake Allegation 1: The reporting party alleged that the accused
stopped him under false pretense that his
state registration did not match his vehicle,
at which time they ordered him to exit the
vehicle. The accused searched him, his
vehicle and handcuffed him without
justification.
Finding 1: (None Entered)
",224328,,4
20547,1053792,Hispanic,F,"Initial / Intake Allegation 1: alleges that above conducted himself in an
unprofessional manner during an arrest -
Finding 1: (None Entered)
",223971,false,8
22731,1053769,Asian/Pacific Islander,F,"Initial / Intake Allegation 1: The reporting party alleged that during a
physical altercation, the accused knocked
her to the ground and bit her above her left
knee.
Initial / Intake Allegation 5: The reporting party alleged that during a
physical altercation, the accused knocked
her to the ground and bit her above her left
knee.
Allegation 2: knocked her to the ground
Bit the complainant on her knee
Finding 1: NO AFFIDAVIT
",223954,,25
28612,1053844,Black,M,"Initial / Intake Allegation 1: The complainant alleges that the accused
officer said, ""If you don't tell me the truth,
I'm going to put you in the back of the
unmarked vehicle, and I'm going to beat
your ass."" The complainant alleges that the
accused officer questioned him without
justification.
The complainant alleges that the accused
officer handcuffed him and searched him
and his vehicle without justification. The
complainant alleges that the accused officer
questioned him without justification.
The complainant alleges that the unknown
black female accused officer searched his
vehicle without justification. The
complainant alleges that the accused officer
questioned him without justification.
Initial / Intake Allegation 1: The complainant alleges that the accused
officer said, ""If you don't tell me the truth,
I'm going to put you in the back of the
unmarked vehicle, and I'm going to beat
your ass.” The complainant alleges that the
accused officer questioned him without
justification.
The complainant alleges that the accused
officer handcuffed him and searched him
and his vehicle without justification. The
complainant alleges that the accused officer
questioned him without justification.
The complainant alleges that the unknown
black female accused officer searched his
vehicle without justification. The
complainant alleges that the accused officer
questioned him without justification.
Finding 1: (None Entered)
",223995,false,22
21934,1054738,Black,F,"Initial / Intake Allegation 1: The complainant alleges that her son,
and a black male
subject engaged in an altercation and the
accused officers failed to arrest the offender
who remained on the scene
Initial / Intake Allegation 1: The complainant alleges that her son,
and a black male
subject engaged in an altercation and the
accused officers failed to arrest the offender
who remained on the scene.
Finding 1: (None Entered)
",224508,false,15
17617,1055005,Hispanic,F,"Initial / Intake Allegation 1: The complainant alleges that when she
went into the Sth District police station to
make a police report about gang activity, a
female african american officer stated that
her report was not their ""fucking problem""
and refused to take the report. The mexican
female officer told the complainant that she
needed to leave the station and ""go fucking
smoke another crack pipe."" She also
threatened to arrest her if she came back in
station.
Initial / Intake Allegation 1: The complainant alleges that when she
went into the 9th District police station to
make a police report about gang activity, a
female african american officer stated that
her report was not their ""fucking problem""
and refused to take the report. The mexican
female officer told the complainant that she
needed to leave the station and ""go fucking
smoke another crack pipe."" She also
threatened to arrest her if she came back in
station
Finding 1: (None Entered)
",224660,false,27
27853,1054630,Black,M,"Initial / Intake Allegation 1:  The reporting party alleges that the accused
called him a ""nigger"" and falsely arrested
him.
The reporting party alleges that the
accused called him a ""nigger"" and falsely
arrested him.
Initial / Intake Allegation 4: The reporting party alleges that the accused
called him a ""nigger"" and falsely arrested
him.
The reporting party alleges that the
accused called him a ""nigger” and falsely
arrested him
Allegation 2: Itis alleged that the accused officer called the Complainant a ""nigger.”
Finding 1: NO AFFIDAVIT
",224436,,19
24877,1054953,White,M,"Initial / Intake Allegation 1:  The complainant alleged that the accused
officer used the credit cards of a person
who is now deceased,
and refused to pay the balance. The
complainant alleged that the accused officer
and his spouse attempted to impersonate
the deceased person in order gain control of
assets in a trust fund. The complainant
further alleged that the accused officer and
his spouse
have misrepresented her to be a Chicago
Police Officer in order to secure
employment for her as a security officer.
Initial / Intake Allegation 4:  The complainant alleged that the accused
officer used the credit cards of a person
who is now deceased
and refused to pay th.  _._..__. ...
complainant alleged that the accused officer
and his spouse attempted to impersonate
the deceased person in order gain control of
assets in a trust fund. The complainant
further alleg~r thot the arcnsed officer and
his spouse
have misrepresented her to be a Chicago
Police Officer in order to secure
employment for her as a security officer.
Allegation 2:  
The complainants  and alleges thatfrom 15 May
2011 through 21 June 2012, at various times, at
the accused officer used the credit card of a deceasea person and
refused to pay the balance
The complainants [lind alleges thatfrom 15 May
2011 through 21 June 2012, at various times, at
the accused officer impersonated the deceased victm, ===~~~ to
gain access to a trust
The complainants[ll and alleges that from at an
unknown date time and location, the accused officer misrepresented that
his wife, vas a police officer in an effort to secure her
employment as a security officer.
Finding 1: (None Entered)
",221926,false,23
13942,1054510,"",M,"Initial / Intake Allegation 1: ALLEGATION(S): Victim alleges that he
was falsely charged with the offense of
possession of a controlled substance
without probable cause that he had
committed any offense.
ALLEGATION(S): Victim alleges that he
was falsely charged with the offense of
possession of a controlled substance
without probable cause that he had
committed any offense.
Initial / Intake Allegation 4: ALLEGATION(S): Victim alleges that he
was falsely charged with the offense of
possession of a controlled substance
without probable cause that he had
committed any offense
 ALLEGATION(S): Victim alleges that he
was falsely charged with the offense of
possession of a controlled substance
without probable cause that he had
committed any offense
Allegation 2: The complainant
 
11, approximately 1322 hous,
police officers falsely arrested
Controlled Substances.
s alleging on 05 May
for Possession of
The complainant,
11, approximately 1322 hours,
police officers falsely arrested
Controlled Substances.
is alleging on 05 May
in the area of he accused
or Possession of
Finding 1: (None Entered)
",221901,false,14
19407,1055047,Hispanic,M,"Initial / Intake Allegation 1: THE REPORTING PARTY ALLEGES THAT
THE ACCUSED OFFICER ARRESTED
HIM WITHOUT JUSTIFICATION HE ALSO
ALLEGES THAT THE ACCUSED OFFICER
FAILED TO RETURN OR INVENTORY HIS
WALLET, INSURANCE CARD AND
$120 00 USC
Initial / Intake Allegation 4: THE REPORTING PARTY ALLEGES THAT
THE ACCUSED OFFICER ARRESTED
HIM WITHOUT JUSTIFICATION. HE ALSO
ALLEGES THAT THE ACCUSED OFFICER
FAILED TO RETURN OR INVENTORY HIS
WALLET, INSURANCE CARD AND
$120.00 USC.
Finding 1: (None Entered)
",224680,false,70
16778,1055201,White,M,"Initial / Intake Allegation 1: The reporting party alleged that the accused
failed to respond in a imely manner to him
and his wife ""911"" calls regarding unknown
offenders attempting to kick in their front
door The accused responded 35 minutes
later after the initial call to ""911"" call
Initial / Intake Allegation 4: The reporting party alleged that the accused
failed to respond in a timely manner to him
and his wife ""911"" calls regarding unknown
offenders attempting to kick in their front
door. The accused responded 35 minutes
later after the initial call to ""911"" call.
Finding 1: (None Entered)
",224789,false,14
27224,1055020,Black,M,"Initial / Intake Allegation 1: The reporting party alleges that he, his
relatives, and neighbors called 911
numerous times regarding several unknown
female subjects breaking windows to the
victim's, place of residence.
The reporting party alleges that the police
failed to respond in a timely manner. The
reporting party states that had the police
responded to the first two calls, not as many
windows would have been damaged and
the offenders would have been arrested.
Initial / Intake Allegation 1: The reporting party alleges that he, his
relatives, and neighbors called 911
numerous times regarding several unknown
female subjects breaking windows to the
victim's, slace of residence
The reporting party alleges that the police
failed to respond in a timely manner. The
reporting party states that had the police
responded to the first two calls, not as many
windows would have been damaged and
the offenders would have been arrested.
Finding 1: (None Entered)
",224670,false,11
654,1054669,Black,M,"Initial / Intake Allegation 1: THE REPORTING PARTY ALLEGES THAT
THE ACCUSED OFFICERS DETAINED
HIM AND THE VICTIM WITHOUT
JUSTIFICATION. HE ALSO ALLEGES
THAT THE ACCUSED OFFICERS FAILED
TO SECURE HIS RESIDENCE AT THAT
TIME.
Finding 1: (None Entered)
",224459,,10
24119,1055076,"",M,"Initial / Intake Allegation 1: Victim alleges that he was stopped for a
minor traffic violation, removed from his
vehicle and falsely arrested for possession
of drugs in pill form.
Victim alleges that he was stopped for a
minor traffic violation, removed from his
vehicle and falsely arrested for possession
of drugs in pill form.
Victim alleges that he was stopped for a
minor traffic violation, removed from his
vehicle and falsely arrested for possession
of drugs in pill form.
Victim alleges that he was stopped for a
minor traffic violation, removed from his.
vehicle and falsely arrested for possession
of drugs in pill form.
‘Victim alleges that he was stopped for a
minor traffic violation, removed from his
vehicle and falsely arrested for possession
of drugs in pill form.
Initial / Intake Allegation 5: Victim alleges that he was stopped for a
minor traffic violation, removed from his
vehicle and falsely arrested for possession
of drugs in pill form.
Victim alleges that he was stopped for a
minor traffic violation, removed from his
vehicle and falsely arrested for possession
of drugs in pill form.
Victim alleges that he was stopped for a
minor traffic violation, removed from his
vehicle and falsely arrested for possession
of drugs in pill form.
Victim alleges that he was stopped for a
minor traffic violation, removed from his
vehicle and falsely arrested for possession
of drugs in pill form.
Victim alleges that he was stopped for a
minor traffic violation, removed from his
vehicle and falsely arrested for possession
of drugs in pill form.
Allegation 2: In Civil Suit 12 ‘complainant, Attorney
alleges that on 12 March 2072 at 1046 hours, at 1332 N. Central Ave., his
client vas stopped for a minor traffic violation and falsely
arrested tor bes
In Civil Su Je complainant, Attorney
alleges that on 1? March 2012 at 1046 hours, at 1332 N. Central Ave., his
olient was stopped for a minor traffic violation and falsely
attested for PCS
In Civil Suit ye complainant, Attorney
alleges that on 12 marcn 2012 at 1046 hours, at 1352 1v. Ventral Ave., nis
client 's stopped for a minor traffic violation and falsely
arres r
In Civil Sui the complainant, Attorney
alleges thar nn 7 arch 2012 at 1046 hours, at 1352 N. Central Ave., his
client vas stopped for a minor traffic violation and falsely
arrested tor PUS.
In Civil Suit 4 complainant, Attorne:
alleges that on 12 March 2012 at 1046 hours, at 1332 N. Central Ave., his
client 'S stopped for a minor traffic violation and falsely
attested for PCS
Finding 1: (None Entered)
",224700,false,13
9768,1054750,White,M,"Initial / Intake Allegation 1: The reporting party alleged that the accused
stopped him, at which time one of the
officers told him to shut the fuck-up and get
out the car The accused inappropriately
searched him, in that they pulled his pants
down in public view, while one of the
officers stuck his finger in his anus The
accused searched his vehicle without
Justification at which time they damaged the
clutch, the armrest, the change holder and
the backseat of his vehicle
Initial / Intake Allegation 4: The reporting party alleged that the accused
stopped him, at which time one of the
officers told him to shut the fuck-up and get
out the car. The accused inappropriately
searched him, in that they pulled his pants
down in public view, while one of the
officers stuck his finger in his anus. The
accused searched his vehicle without
justification at which time they damaged the
clutch, the armrest, the change holder and
the backseat of his vehicle
Finding 1: (None Entered)
",224513,false,11
34,1055105,Black,M,"Initial / Intake Allegation 1: The complainant alleges that the accused
officer was rude and yelled and used
profane language towards him. The
complainant alleges that the accused officer
handcuffed him without justification.
The complainant alleges that the accused
officer was rude and yelled and used
profane language towards him. The
complainant alleges that the accused officer
handcuffed him without justification.
The complainant alleges that the accused
officer was rude and yelled and used
profane language towards him. The
complainant alleges that the accused officer
handcuffed him without justification.
The complainant alleges that the accused
officer was rude and yelled and used
profane language towards him. The
complainant alleges that the accused officer
handcuffed him without justification.
The complainant alleges that the accused
officer was rude and yelled and used
profane language towards him. The
complainant alleges that the accused officer
handcuffed him without justification.
The complainant alleges that the accused
officer grabbed his arms and searched him
without justification.
The complainant alleges that the accused
officer pointed his weapon at him and his.
a
Initial / Intake Allegation 5: The complainant alleges that the accused
officer was rude and yelled and used
profane language towards him. The
complainant alleges that the accused officer
handcuffed him without justification.
The complainant alleges that the accused
officer was rude and yelled and used
profane language towards him. The
complainant alleges that the accused officer
handcuffed him without justification.
The complainant alleges that the accused
officer was rude and yelled and used
profane language towards him. The
complainant alleges that the accused officer
handcuffed him without justification.
The complainant alleges that the accused
officer was rude and yelled and used
profane language towards him. The
complainant alleges that the accused officer
handcuffed him without justification.
The complainant alleges that the accused
officer was rude and yelled and used
profane language towards him. The
complainant alleges that the accused officer
handcuffed him without justification.
The complainant alleges that the accused
officer grabbed his arms and searched him
without justification.
The complainant alleges that the accused
officer pointed his weapon at him and his
daughter
 
Allegation 2: Itis alleged that the accused officer used profane language and
handcuffed the Complainant without justification.
It is alleged that the accused officer used profane language and
handcuffed the Complainant without justification.
Itis alleged that the accused officer used profane language and
handcuffed the Complainant without justification.
Itis alleged that the accused officer pointed his weapon at the
Complainant and his daughter.
Itis alleged that the accused officer used profane language and
handcuffed the Complainant without justification.
Itis alleged that the accused officer used profane language and
handcuffed the Complainant without justification.
It is alleged that the accused officer grabbed the Complainant and
searched him without justification.
Finding 1: NO AFFIDAVIT
",224714,,15
19634,1054974,Hispanic,F,"Initial / Intake Allegation 1: The complainant alleges that the accused
officer provided her with incorrect
information about the time of her court date
on today's date and as a result her simple
battery case was dismissed. RD# Il
Initial / Intake Allegation 1: The complainant alleges that the accused
officer provided her with incorrect
information about the time of her court date
on today's date and as a result her simple
baiterv case was dismissed. RD# -
Finding 1: (None Entered)
",224638,false,3
12662,1055239,White,M,"Initial / Intake Allegation 1: The reporting party stated that the accused
responded to the scene of a traffic accident,
The reporting party alleged
that the accused (who had witnessed the
incident) failed to take police action against
the offender, who had pushed him, was
verbally abusive and made racist
comments.
Initial / Intake Allegation 1: The reporting party stated that the accused
resnonded to the scene of a traffic accident,
The reporting party alleged
that the accused (who had witnessed the
incident) failed to take police action against
the offender, who had pushed him, was
verbally abusive and made racist
comments.
Finding 1: (None Entered)
",224806,false,15
10440,1055134,Black,F,"Initial / Intake Allegation 1: IT IS REPORTED THAT THE WITNESS
CALLED THE POLICE BECAUSE SHE
WITNESSED A THEFT AND SHE SAW
WHERE THE OFFENDER LIVES AND
BROUGHT THE PROCEEDS SHE
ALLEGES THAT THE ACCUSED OFFICER
NEVER SPOKE TO THE WITNESS AND
NEVER EXITED HIS VEHICLE TO CHECK
THE HOUSE WHERE THE OFFENDER
LIVED/BROUGHT THE PROCEEDS
Initial / Intake Allegation 4: IT IS REPORTED THAT THE WITNESS
CALLED THE POLICE BECAUSE SHE
WITNESSED A THEFT AND SHE SAW
WHERE THE OFFENDER LIVES AND
BROUGHT THE PROCEEDS. SHE
ALLEGES THAT THE ACCUSED OFFICER
NEVER SPOKE TO THE WITNESS AND
NEVER EXITED HIS VEHICLE TO CHECK
THE HOUSE WHERE THE OFFENDER
LIVED/BROUGHT THE PROCEEDS
Finding 1: (None Entered)
",224732,,30
7590,1055130,Black,F,"Initial / Intake Allegation 1: rlleges that the accused
officers searched their residence without
justification alleges that on
27 June 2012, ine accused officers
questioned him about, ""Where are the
drugs and Who has them"", and threatened
him with arrest if he did not provide a gun
Initial / Intake Allegation 7: - alleges that the accused
officers searched their residence without
justification. alleges that on
27 June 2012, the accused officers
questioned him about, “Where are the
drugs and Who has them"", and threatened
him with arrest if he did not provide a gun
Allegation 2: Itis alleged by the complainant that on an unknown
date in May 2012, at an unknown time at the location of
that the accused kicked in the rear door of
nd conducted an unlawful
search of the location
Itis alleged by the complainant L that on an unknown
date in May 2012, at an unknown time at the location of
that the accused kicked in the rear door of
Jand conducted an unlawful
search of focation
Itis alleged by the complainant that on 27 June 2012, at
approximately 1630 hours, in the area of
that the accused threatened to arrest the complainant if the complainant
did not provide the accused with information about guns and drugs
itis alleged by the complainant ll@ that on an unknown
date in May 2012, at an uriknown time, at the location of
that the accused threatened to call ""DCFS"" on
while questioning minor
children about the complainant
Itis alleged by the complainant that on an unknown
date in May 2012, at an unknown time, at the location of
Springfield Avenue, that the accused threatened to call ""DCFS"" on the
complainant while questioning complainant and the complainants minor
children about
Itis alleged by the complainant that on 15 July 2012, at
an unknown time, in the area of thatthe
accused falsely arrested the complainant for solicitation of drugs.
Itis alleged by the complainant ihat on 15 July 2012, at
an unknown time, at the location of (Unit 010),
that the accused threatened to arrest the complainant if he did not provide
information about guns or drugs to the accused by 18 July 2012
Allegation 3: Itis alleged by the complainant _________aatonanunknown
date in May 2012, at an unknown time at the location of
*hat the accused kicked in the rear door of
st Floor and conducted an unlawful
search of the location
Itis alleged by the complainant ' that on an unknown
date in May 2012, at an unknown time at the location of
that the accused kicked in the rear door of
nd conducted an unlawful
search of the location
Itis alleged by the complainant that on 27 June 2012. at
approximately 1630 hours, in the area of
that the accused threatened to arrest the complainant if the complainant
did not provide the accused with information about guns and drugs
Itis alleged by the complainant that on an unknown
date in May 2012, at an unknown time, at the location
that the accused threatened to call ""DCFS"" on
while questioning and minor
children about the complainant
Itis alleged by the complainant that on an unknown
date in May 2012, at an unknown time, at the location of
. that the accused threatened to call ""DCFS"" on the
complainant while questionina complainant and the complainants' minor
children about
It is alleged by the complainant that on 15 July 2012, at
an unknown time, in the area of thatthe
accused falsely arrested the complainant for solicitation of drugs.
It is alleged by the complainant , that on 15 July 2012, at
an unknown time, at the location of . (Unit 010)
that the accused threatened to arrest the complainant if he did not provide
information about guns or drugs to the accused by 18 July 2012
Finding 1: (None Entered)
",224730,false,23
16549,1054892,Hispanic,F,"Initial / Intake Allegation 1: The reporting party alleged that she was a
rape victim, at which time the accused was
rude and unprofessional, in that he told her
that she was lying and trying to get her ex-
boyfriend fired. The accused failed to take
her panties for evidence
Finding 1: (None Entered)
",224589,false,2
32062,1054925,Black,F,"Initial / Intake Allegation 1: The complainant alleges that the accused
officers searched her residence with a
search warrant that was based upon
incorrect information. The complainant
alleges that the accused officers damaged
items throughout her residence.
Initial / Intake Allegation 4: The complainant alleges that the accused
officers searched her residence with a
search warrant that was based upon
incorrect information. The complainant
alleges that the accused officers damaged
items throughout her residence.
Allegation 2: Itis alleged by the complainant
that on 20 June 2012, at
at approximately 2200hours the accused
department member damaged property in her home during the execution
of a search warrant
Finding 1: (None Entered)
",224600,,36
9634,1054865,Black,F,"Initial / Intake Allegation 1: The complainant alleges that the accused
officer is reluctant or refuses to provide her
with any assistance when her landlord
disconnects her utilities.
The complainant alleges that the accused
officer is reluctant or refuses to provide her
with any assistance when her landlord
disconnects her utilities.
Finding 1: (None Entered)
",224582,,50
1776,1054861,Black,M,"Initial / Intake Allegation 1:  The complainant alleges that he has filed
several complaints about the accused
officers consistently harassing him and
other unknown black male subjects and
nothing has been done
Initial / Intake Allegation 1: The complainant alleges that he has filed
several complaints about the accused
officers consistently harassing him and
other unknown black male subjects and
nothing has been done.
Allegation 2: Itis alleged that on 06 May 2012 at the Accused
arrested the Complainant without legal justification
Itis alleged that on 06 May 2012 at the Accused
arrested the Complainant without legal justification
Finding 1: (None Entered)
",224579,false,13
31138,1055182,Black,F,"Initial / Intake Allegation 1: The accused refused to take a case report
in reference to a domestic violence incident,
Finding 1: (None Entered)
",224773,false,12
3460,1055180,Black,F,"Initial / Intake Allegation 1: The reporting party alleged that the accused
failed to respond to her ""911"" calls
regarding an assistance with retrieving her
vehicle from a known male/subject who did
not have permission to have her car
Initial / Intake Allegation 4: The reporting party alleged that the accused
failed to respond to her ""911"" calls
regarding an assistance with retrieving her
vehicle from a known male/subject who did
not have permission to have her car.
Finding 1: (None Entered)
",224769,false,19
13126,1054743,Black,M,"Initial / Intake Allegation 1:  THE REPORTING PARTY STATES THAT
HE WAS THE VICTIM OF A THEFT AND
HE CALLED THE POLICE. HE ALLEGES
THAT THE ACCUSED OFFICERS FAILED
TO PROVIDE HIM WITH ANY POLICE
ASSISTANCE.
Initial / Intake Allegation 1: THE REPORTING PARTY STATES THAT
HE WAS THE VICTIM OF A THEFT AND
HE CALLED THE POLICE. HE ALLEGES
THAT THE ACCUSED OFFICERS FAILED
TO PROVIDE HIM WITH ANY POLICE
ASSISTANCE.
Finding 1: (None Entered)
",224511,false,27
20714,1055574,Black,F,"Initial / Intake Allegation 1: ‘The reporting party alleged that she
approached the accused officer and told
him about a verbal altercation she had with
a panhandler. The accused officer was rude
and unprofessional in that he stated
something to the effect of, ""I only help white
people.""
Initial / Intake Allegation 6: ‘The reporting party alleged that she
approached the accused officer and told
him about a verbal altercation she had with
a panhandler. The accused officer was rude
and unprofessional in that he stated
something to the effect of, “I only help white
people.""
Allegation 2: lleges that on 14 July 2012, at 1605 hours, atl
in unknown male white officer in uniform, working
pecial Employment CTA, in CPD vehicle #2471 failed to take police
action when a homeless man verbally intimidated
alleges that on 14 July 2012, at 1605 hours, at
___: an unknown male white officer in uniform, working
Special Employment CTA, in CPD vehicle #2471, was rude and
unprofessional in that he stated to her, ""I don't have eyes in the back of
my head and | only help white people.”
alleges that on 14 July 2012, at 1605 hours, at30_
test Unicago Avenue; an unknown male white officer in uniform, working
Special Employment CTA, in CPD vehicle #2471 failed to take police
action when a homeless man verbally intimidated
glleges that on 14 July 2012, at 1605 hours, at
""an unknown male white officer in uniform, working
Special Employment CTA, in CPD vehicle #2471, was rude and
unprofessional in that he stated to her, ""| don't have eyes in the back of
my head and | only help white people.""
Finding 1: (None Entered)
",225013,false,27
9590,1055826,Black,F,"Initial / Intake Allegation 1: The complainant alleges that the accused
officers searched her residence without
Justification looking fora gun The
complainant alleges that the accused
officers ransacked and damaged tems
throughout her residence The complainant
states she videotaped the incident
Initial / Intake Allegation 4: The complainant alleges that the accused
officers searched her residence without
justification looking for a gun. The
complainant alleges that the accused
officers ransacked and damaged items
throughout her residence. The complainant
states she videotaped the incident.
Finding 1: (None Entered)
",225179,false,32
25577,1055814,White,F,"Initial / Intake Allegation 1: It is reported that the accused was upset
about a decision in a judgment regarding
one of his cases. It is reported that the
accused refused to give oral testimony
towards the remainder of cases scheduled
for the date and time listed.
Initial / Intake Allegation 7: It is reported that the accused was upset
about a decision in a judgment regarding
one of his cases. It is reported that the
accused refused to give oral testimony
towards the remainder of cases scheduled
for the date and time listed.
Allegation 3: The Complainant, Cook County Traffic Court Judge
alleged to the Initiating Supervisor, Unit #148
(Court Section) Sergeant Thomas LENIHAN Star #1781 that
on 23 JUL 2012, the Accused, Unit #145 (Traffic Section)
Officer Gregory SCHAB Star #10125, appeared in her court
room (CL #07) at 50 West Washington on that day for his
regular court call. The Complainant related the involved Officer, after
making his disdain for the ruling by the
Judge known to everyone in the court, Officer SCHAB
then refused to testify for his remaining cases during
the 1100 Hour Call by stating, #8220; refuse to testify&#8230; 848221;
or words to that effect.
The Complainant, Cook County Traffic Court Judge
alleged to the Initiating Supervisor, Unit #148
(Court Section) Sergeant Thomas LENIHAN Star #1781 that
on 23 JUL 2012, the Accused, Unit #145 (Traffic Section)
Officer Gregory SCHAB Star #10125, appeared in her court
room (CL #07) at 50 West Washington on that day for his
regular court call. The Complainant related the involved Officer, once he
expressed his adverse opinion to the
Judge&#8217;s ruling in open court and refused to testify
for his remaining cases for the 1100 Hour Call, the Corporation Counsel
was forced to dismiss the remaining
cases on that call requiring the Officer, because
he refused to testify.
The Complainant, Cook County Traffic Court Judge
alleged to the Initiating Supervisor, Unit #148
(Court Section) Sergeant Thomas LENIHAN Star #1781 that
on 23 JUL 2012, the Accused, Unit #145 (Traffic Section)
Officer Gregory SCHAB Star #10125, appeared in her court
room (CL #07) at 50 West Washington on that day for his
regular court call. The Complainant related the involved Officer, after
showing his disdain for the Judge8#8217;s 1100
Hour Call ruling in reference to one (1) of his cases, Officer SCHAB then
Tefused to testify for his other
cases for the 1330 Hour Call by stating, &#8220;1 refuse
to testify8#8230;8#8221; or words to that effect.
The Complainant, Cook County Traffic Court
alleged to the Initiating Supervisor, Unit
#148 (Court Section) Sergeant Thomas LENIHAN Star #1781
that on 23 JUL 2012, the Accused, Unit #145 (Traffic
Section) Officer Gregory SCHAB Star #10125, appeared
in her court room (CL #07) at 50 West Washington on
that day for his regular court call. The Complainant
related the involved Officer, once he expressed his
adverse opinion to the Judge&#8217;s ruling in open court
and refused to testify for his other cases on the
4330 Hour Call, the Corporation Counsel was forced
to dismiss the remaining cases on that call requiring
the Officer, because Officer SCHAB refused to testify.
The Complainant, Cook County Traffic Court Judge
alleged to the Initiating Supervisor, Unit #148
(Court Section) Sergeant Thomas LENIHAN Star #1781 that
on 23 JUL 2012, the Accused, Unit #145 (Traffic Section)
Officer Gregory SCHAB Star #10125, appeared in her court
room (CL #07) at 50 West Washington on that day for his
regular court call. The Complainant related the involved Officer was
heard vocally expressed his displeasure in open court over a ruling made
by the Judge for one (1) of his cases during the 1100 Hour Call, where the
defendant was assessed court cost only ($179.00) with ne fine.
Finding 1: (None Entered)
",225170,false,14
23068,1055723,Hispanic,M,"Initial / Intake Allegation 1: The reporting party alleged that the accused
harassed him, in that he stopped and
searched him without justification
Finding 1: (None Entered)
",225108,false,27
22296,1055602,Black,F,"Initial / Intake Allegation 1: The reporting party alleges that she did
not receive police assistance regarding a
tenant and landlord dispute and stolen
property
Initial / Intake Allegation 4: The reporting party alleges that she did
not receive police assistance regarding a
tenant and landlord dispute and stolen
property.
Finding 1: (None Entered)
",225027,false,25
